Id,Province_State,Country_Region,Date,ConfirmedCases,Fatalities
239,,Algeria,2020-01-30,0.0,0.0
240,,Algeria,2020-01-31,0.0,0.0
241,,Algeria,2020-02-01,0.0,0.0
242,,Algeria,2020-02-02,0.0,0.0
243,,Algeria,2020-02-03,0.0,0.0
244,,Algeria,2020-02-04,0.0,0.0
245,,Algeria,2020-02-05,0.0,0.0
246,,Algeria,2020-02-06,0.0,0.0
247,,Algeria,2020-02-07,0.0,0.0
248,,Algeria,2020-02-08,0.0,0.0
249,,Algeria,2020-02-09,0.0,0.0
250,,Algeria,2020-02-10,0.0,0.0
251,,Algeria,2020-02-11,0.0,0.0
252,,Algeria,2020-02-12,0.0,0.0
253,,Algeria,2020-02-13,0.0,0.0
254,,Algeria,2020-02-14,0.0,0.0
255,,Algeria,2020-02-15,0.0,0.0
256,,Algeria,2020-02-16,0.0,0.0
257,,Algeria,2020-02-17,0.0,0.0
258,,Algeria,2020-02-18,0.0,0.0
259,,Algeria,2020-02-19,0.0,0.0
260,,Algeria,2020-02-20,0.0,0.0
261,,Algeria,2020-02-21,0.0,0.0
262,,Algeria,2020-02-22,0.0,0.0
263,,Algeria,2020-02-23,0.0,0.0
264,,Algeria,2020-02-24,0.0,0.0
265,,Algeria,2020-02-25,1.0,0.0
266,,Algeria,2020-02-26,1.0,0.0
267,,Algeria,2020-02-27,1.0,0.0
268,,Algeria,2020-02-28,1.0,0.0
269,,Algeria,2020-02-29,1.0,0.0
270,,Algeria,2020-03-01,1.0,0.0
271,,Algeria,2020-03-02,3.0,0.0
272,,Algeria,2020-03-03,5.0,0.0
273,,Algeria,2020-03-04,12.0,0.0
274,,Algeria,2020-03-05,12.0,0.0
275,,Algeria,2020-03-06,17.0,0.0
276,,Algeria,2020-03-07,17.0,0.0
277,,Algeria,2020-03-08,19.0,0.0
278,,Algeria,2020-03-09,20.0,0.0
279,,Algeria,2020-03-10,20.0,0.0
280,,Algeria,2020-03-11,20.0,0.0
281,,Algeria,2020-03-12,24.0,1.0
282,,Algeria,2020-03-13,26.0,2.0
283,,Algeria,2020-03-14,37.0,3.0
284,,Algeria,2020-03-15,48.0,4.0
285,,Algeria,2020-03-16,54.0,4.0
286,,Algeria,2020-03-17,60.0,4.0
287,,Algeria,2020-03-18,74.0,7.0
288,,Algeria,2020-03-19,87.0,9.0
289,,Algeria,2020-03-20,90.0,11.0
290,,Algeria,2020-03-21,139.0,15.0
291,,Algeria,2020-03-22,201.0,17.0
292,,Algeria,2020-03-23,230.0,17.0
293,,Algeria,2020-03-24,264.0,19.0
294,,Algeria,2020-03-25,302.0,21.0
295,,Algeria,2020-03-26,367.0,25.0
296,,Algeria,2020-03-27,409.0,26.0
297,,Algeria,2020-03-28,454.0,29.0
298,,Algeria,2020-03-29,511.0,31.0
299,,Algeria,2020-03-30,584.0,35.0
300,,Algeria,2020-03-31,716.0,44.0
301,,Algeria,2020-04-01,847.0,58.0
302,,Algeria,2020-04-02,986.0,86.0
303,,Algeria,2020-04-03,1171.0,105.0
304,,Algeria,2020-04-04,1251.0,130.0
305,,Algeria,2020-04-05,1320.0,152.0
306,,Algeria,2020-04-06,1423.0,173.0
307,,Algeria,2020-04-07,1468.0,193.0
308,,Algeria,2020-04-08,1572.0,205.0
309,,Algeria,2020-04-09,1666.0,235.0
310,,Algeria,2020-04-10,1761.0,256.0
311,,Algeria,2020-04-11,1825.0,275.0
312,,Algeria,2020-04-12,1914.0,293.0
313,,Algeria,2020-04-13,1983.0,313.0
314,,Algeria,2020-04-14,2070.0,326.0
315,,Algeria,2020-04-15,2160.0,336.0
316,,Algeria,2020-04-16,2268.0,348.0
317,,Algeria,2020-04-17,2418.0,364.0
318,,Algeria,2020-04-18,2534.0,367.0
319,,Algeria,2020-04-19,2629.0,375.0
320,,Algeria,2020-04-20,2718.0,384.0
321,,Algeria,2020-04-21,2811.0,392.0
322,,Algeria,2020-04-22,2910.0,402.0
323,,Algeria,2020-04-23,3007.0,407.0
324,,Algeria,2020-04-24,3127.0,415.0
325,,Algeria,2020-04-25,3256.0,419.0
326,,Algeria,2020-04-26,3382.0,425.0
327,,Algeria,2020-04-27,3517.0,432.0
328,,Algeria,2020-04-28,3649.0,437.0
329,,Algeria,2020-04-29,3848.0,444.0
330,,Algeria,2020-04-30,4006.0,450.0
331,,Algeria,2020-05-01,4154.0,453.0
332,,Algeria,2020-05-02,4295.0,459.0
333,,Algeria,2020-05-03,4474.0,463.0
334,,Algeria,2020-05-04,4648.0,465.0
335,,Algeria,2020-05-05,4838.0,470.0
336,,Algeria,2020-05-06,4997.0,476.0
337,,Algeria,2020-05-07,5182.0,483.0
338,,Algeria,2020-05-08,5369.0,488.0
339,,Algeria,2020-05-09,5558.0,494.0
340,,Algeria,2020-05-10,5723.0,502.0
341,,Algeria,2020-05-11,5891.0,507.0
342,,Algeria,2020-05-12,6067.0,515.0
343,,Algeria,2020-05-13,6253.0,522.0
344,,Algeria,2020-05-14,6442.0,529.0
345,,Algeria,2020-05-15,6629.0,536.0
346,,Andorra,2020-01-22,0.0,0.0
347,,Andorra,2020-01-23,0.0,0.0
348,,Andorra,2020-01-24,0.0,0.0
349,,Andorra,2020-01-25,0.0,0.0
350,,Andorra,2020-01-26,0.0,0.0
351,,Andorra,2020-01-27,0.0,0.0
352,,Andorra,2020-01-28,0.0,0.0
353,,Andorra,2020-01-29,0.0,0.0
354,,Andorra,2020-01-30,0.0,0.0
355,,Andorra,2020-01-31,0.0,0.0
356,,Andorra,2020-02-01,0.0,0.0
357,,Andorra,2020-02-02,0.0,0.0
358,,Andorra,2020-02-03,0.0,0.0
359,,Andorra,2020-02-04,0.0,0.0
360,,Andorra,2020-02-05,0.0,0.0
361,,Andorra,2020-02-06,0.0,0.0
362,,Andorra,2020-02-07,0.0,0.0
363,,Andorra,2020-02-08,0.0,0.0
364,,Andorra,2020-02-09,0.0,0.0
365,,Andorra,2020-02-10,0.0,0.0
366,,Andorra,2020-02-11,0.0,0.0
367,,Andorra,2020-02-12,0.0,0.0
368,,Andorra,2020-02-13,0.0,0.0
369,,Andorra,2020-02-14,0.0,0.0
370,,Andorra,2020-02-15,0.0,0.0
371,,Andorra,2020-02-16,0.0,0.0
372,,Andorra,2020-02-17,0.0,0.0
373,,Andorra,2020-02-18,0.0,0.0
374,,Andorra,2020-02-19,0.0,0.0
375,,Andorra,2020-02-20,0.0,0.0
376,,Andorra,2020-02-21,0.0,0.0
377,,Andorra,2020-02-22,0.0,0.0
378,,Andorra,2020-02-23,0.0,0.0
379,,Andorra,2020-02-24,0.0,0.0
380,,Andorra,2020-02-25,0.0,0.0
381,,Andorra,2020-02-26,0.0,0.0
382,,Andorra,2020-02-27,0.0,0.0
383,,Andorra,2020-02-28,0.0,0.0
384,,Andorra,2020-02-29,0.0,0.0
385,,Andorra,2020-03-01,0.0,0.0
386,,Andorra,2020-03-02,1.0,0.0
387,,Andorra,2020-03-03,1.0,0.0
388,,Andorra,2020-03-04,1.0,0.0
389,,Andorra,2020-03-05,1.0,0.0
390,,Andorra,2020-03-06,1.0,0.0
391,,Andorra,2020-03-07,1.0,0.0
392,,Andorra,2020-03-08,1.0,0.0
393,,Andorra,2020-03-09,1.0,0.0
394,,Andorra,2020-03-10,1.0,0.0
395,,Andorra,2020-03-11,1.0,0.0
396,,Andorra,2020-03-12,1.0,0.0
397,,Andorra,2020-03-13,1.0,0.0
398,,Andorra,2020-03-14,1.0,0.0
399,,Andorra,2020-03-15,1.0,0.0
400,,Andorra,2020-03-16,2.0,0.0
401,,Andorra,2020-03-17,39.0,0.0
402,,Andorra,2020-03-18,39.0,0.0
403,,Andorra,2020-03-19,53.0,0.0
404,,Andorra,2020-03-20,75.0,0.0
405,,Andorra,2020-03-21,88.0,0.0
406,,Andorra,2020-03-22,113.0,1.0
407,,Andorra,2020-03-23,133.0,1.0
408,,Andorra,2020-03-24,164.0,1.0
409,,Andorra,2020-03-25,188.0,1.0
410,,Andorra,2020-03-26,224.0,3.0
411,,Andorra,2020-03-27,267.0,3.0
412,,Andorra,2020-03-28,308.0,3.0
413,,Andorra,2020-03-29,334.0,6.0
414,,Andorra,2020-03-30,370.0,8.0
415,,Andorra,2020-03-31,376.0,12.0
416,,Andorra,2020-04-01,390.0,14.0
417,,Andorra,2020-04-02,428.0,15.0
418,,Andorra,2020-04-03,439.0,16.0
419,,Andorra,2020-04-04,466.0,17.0
420,,Andorra,2020-04-05,501.0,18.0
421,,Andorra,2020-04-06,525.0,21.0
422,,Andorra,2020-04-07,545.0,22.0
423,,Andorra,2020-04-08,564.0,23.0
424,,Andorra,2020-04-09,583.0,25.0
425,,Andorra,2020-04-10,601.0,26.0
426,,Andorra,2020-04-11,601.0,26.0
427,,Andorra,2020-04-12,638.0,29.0
428,,Andorra,2020-04-13,646.0,29.0
429,,Andorra,2020-04-14,659.0,31.0
430,,Andorra,2020-04-15,673.0,33.0
431,,Andorra,2020-04-16,673.0,33.0
432,,Andorra,2020-04-17,696.0,35.0
433,,Andorra,2020-04-18,704.0,35.0
434,,Andorra,2020-04-19,713.0,36.0
435,,Andorra,2020-04-20,717.0,37.0
436,,Andorra,2020-04-21,717.0,37.0
437,,Andorra,2020-04-22,723.0,37.0
438,,Andorra,2020-04-23,723.0,37.0
439,,Andorra,2020-04-24,731.0,40.0
440,,Andorra,2020-04-25,738.0,40.0
441,,Andorra,2020-04-26,738.0,40.0
442,,Andorra,2020-04-27,743.0,40.0
443,,Andorra,2020-04-28,743.0,41.0
444,,Andorra,2020-04-29,743.0,42.0
445,,Andorra,2020-04-30,745.0,42.0
446,,Andorra,2020-05-01,745.0,43.0
447,,Andorra,2020-05-02,747.0,44.0
448,,Andorra,2020-05-03,748.0,45.0
449,,Andorra,2020-05-04,750.0,45.0
450,,Andorra,2020-05-05,751.0,46.0
451,,Andorra,2020-05-06,751.0,46.0
452,,Andorra,2020-05-07,752.0,47.0
453,,Andorra,2020-05-08,752.0,47.0
454,,Andorra,2020-05-09,754.0,48.0
455,,Andorra,2020-05-10,755.0,48.0
456,,Andorra,2020-05-11,755.0,48.0
457,,Andorra,2020-05-12,758.0,48.0
458,,Andorra,2020-05-13,760.0,49.0
459,,Andorra,2020-05-14,761.0,49.0
460,,Andorra,2020-05-15,761.0,49.0
461,,Angola,2020-01-22,0.0,0.0
462,,Angola,2020-01-23,0.0,0.0
463,,Angola,2020-01-24,0.0,0.0
464,,Angola,2020-01-25,0.0,0.0
465,,Angola,2020-01-26,0.0,0.0
466,,Angola,2020-01-27,0.0,0.0
467,,Angola,2020-01-28,0.0,0.0
468,,Angola,2020-01-29,0.0,0.0
469,,Angola,2020-01-30,0.0,0.0
470,,Angola,2020-01-31,0.0,0.0
471,,Angola,2020-02-01,0.0,0.0
472,,Angola,2020-02-02,0.0,0.0
473,,Angola,2020-02-03,0.0,0.0
474,,Angola,2020-02-04,0.0,0.0
475,,Angola,2020-02-05,0.0,0.0
476,,Angola,2020-02-06,0.0,0.0
477,,Angola,2020-02-07,0.0,0.0
478,,Angola,2020-02-08,0.0,0.0
479,,Angola,2020-02-09,0.0,0.0
480,,Angola,2020-02-10,0.0,0.0
481,,Angola,2020-02-11,0.0,0.0
482,,Angola,2020-02-12,0.0,0.0
483,,Angola,2020-02-13,0.0,0.0
484,,Angola,2020-02-14,0.0,0.0
485,,Angola,2020-02-15,0.0,0.0
486,,Angola,2020-02-16,0.0,0.0
487,,Angola,2020-02-17,0.0,0.0
488,,Angola,2020-02-18,0.0,0.0
489,,Angola,2020-02-19,0.0,0.0
490,,Angola,2020-02-20,0.0,0.0
491,,Angola,2020-02-21,0.0,0.0
492,,Angola,2020-02-22,0.0,0.0
493,,Angola,2020-02-23,0.0,0.0
494,,Angola,2020-02-24,0.0,0.0
495,,Angola,2020-02-25,0.0,0.0
496,,Angola,2020-02-26,0.0,0.0
497,,Angola,2020-02-27,0.0,0.0
498,,Angola,2020-02-28,0.0,0.0
499,,Angola,2020-02-29,0.0,0.0
500,,Angola,2020-03-01,0.0,0.0
501,,Angola,2020-03-02,0.0,0.0
502,,Angola,2020-03-03,0.0,0.0
503,,Angola,2020-03-04,0.0,0.0
504,,Angola,2020-03-05,0.0,0.0
505,,Angola,2020-03-06,0.0,0.0
506,,Angola,2020-03-07,0.0,0.0
507,,Angola,2020-03-08,0.0,0.0
508,,Angola,2020-03-09,0.0,0.0
509,,Angola,2020-03-10,0.0,0.0
510,,Angola,2020-03-11,0.0,0.0
511,,Angola,2020-03-12,0.0,0.0
512,,Angola,2020-03-13,0.0,0.0
513,,Angola,2020-03-14,0.0,0.0
514,,Angola,2020-03-15,0.0,0.0
515,,Angola,2020-03-16,0.0,0.0
516,,Angola,2020-03-17,0.0,0.0
517,,Angola,2020-03-18,0.0,0.0
518,,Angola,2020-03-19,0.0,0.0
519,,Angola,2020-03-20,1.0,0.0
520,,Angola,2020-03-21,2.0,0.0
521,,Angola,2020-03-22,2.0,0.0
522,,Angola,2020-03-23,3.0,0.0
523,,Angola,2020-03-24,3.0,0.0
524,,Angola,2020-03-25,3.0,0.0
525,,Angola,2020-03-26,4.0,0.0
526,,Angola,2020-03-27,4.0,0.0
527,,Angola,2020-03-28,5.0,0.0
528,,Angola,2020-03-29,7.0,2.0
529,,Angola,2020-03-30,7.0,2.0
530,,Angola,2020-03-31,7.0,2.0
531,,Angola,2020-04-01,8.0,2.0
532,,Angola,2020-04-02,8.0,2.0
533,,Angola,2020-04-03,8.0,2.0
534,,Angola,2020-04-04,10.0,2.0
535,,Angola,2020-04-05,14.0,2.0
536,,Angola,2020-04-06,16.0,2.0
537,,Angola,2020-04-07,17.0,2.0
538,,Angola,2020-04-08,19.0,2.0
539,,Angola,2020-04-09,19.0,2.0
540,,Angola,2020-04-10,19.0,2.0
541,,Angola,2020-04-11,19.0,2.0
542,,Angola,2020-04-12,19.0,2.0
543,,Angola,2020-04-13,19.0,2.0
544,,Angola,2020-04-14,19.0,2.0
545,,Angola,2020-04-15,19.0,2.0
546,,Angola,2020-04-16,19.0,2.0
547,,Angola,2020-04-17,19.0,2.0
548,,Angola,2020-04-18,24.0,2.0
549,,Angola,2020-04-19,24.0,2.0
550,,Angola,2020-04-20,24.0,2.0
551,,Angola,2020-04-21,24.0,2.0
552,,Angola,2020-04-22,25.0,2.0
553,,Angola,2020-04-23,25.0,2.0
554,,Angola,2020-04-24,25.0,2.0
555,,Angola,2020-04-25,25.0,2.0
556,,Angola,2020-04-26,26.0,2.0
557,,Angola,2020-04-27,27.0,2.0
558,,Angola,2020-04-28,27.0,2.0
559,,Angola,2020-04-29,27.0,2.0
560,,Angola,2020-04-30,27.0,2.0
561,,Angola,2020-05-01,30.0,2.0
562,,Angola,2020-05-02,35.0,2.0
563,,Angola,2020-05-03,35.0,2.0
564,,Angola,2020-05-04,35.0,2.0
565,,Angola,2020-05-05,36.0,2.0
566,,Angola,2020-05-06,36.0,2.0
567,,Angola,2020-05-07,36.0,2.0
568,,Angola,2020-05-08,43.0,2.0
569,,Angola,2020-05-09,43.0,2.0
570,,Angola,2020-05-10,45.0,2.0
571,,Angola,2020-05-11,45.0,2.0
572,,Angola,2020-05-12,45.0,2.0
573,,Angola,2020-05-13,45.0,2.0
574,,Angola,2020-05-14,48.0,2.0
575,,Angola,2020-05-15,48.0,2.0
576,,Antigua and Barbuda,2020-01-22,0.0,0.0
577,,Antigua and Barbuda,2020-01-23,0.0,0.0
578,,Antigua and Barbuda,2020-01-24,0.0,0.0
579,,Antigua and Barbuda,2020-01-25,0.0,0.0
580,,Antigua and Barbuda,2020-01-26,0.0,0.0
581,,Antigua and Barbuda,2020-01-27,0.0,0.0
582,,Antigua and Barbuda,2020-01-28,0.0,0.0
583,,Antigua and Barbuda,2020-01-29,0.0,0.0
584,,Antigua and Barbuda,2020-01-30,0.0,0.0
585,,Antigua and Barbuda,2020-01-31,0.0,0.0
586,,Antigua and Barbuda,2020-02-01,0.0,0.0
587,,Antigua and Barbuda,2020-02-02,0.0,0.0
588,,Antigua and Barbuda,2020-02-03,0.0,0.0
589,,Antigua and Barbuda,2020-02-04,0.0,0.0
590,,Antigua and Barbuda,2020-02-05,0.0,0.0
591,,Antigua and Barbuda,2020-02-06,0.0,0.0
592,,Antigua and Barbuda,2020-02-07,0.0,0.0
593,,Antigua and Barbuda,2020-02-08,0.0,0.0
594,,Antigua and Barbuda,2020-02-09,0.0,0.0
595,,Antigua and Barbuda,2020-02-10,0.0,0.0
596,,Antigua and Barbuda,2020-02-11,0.0,0.0
597,,Antigua and Barbuda,2020-02-12,0.0,0.0
